"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
30,"sleep",0.32,11,28.68,27.29,0,0.49,0,0.25
39,"nosleep",0.18,12.6,32.03,31.19,50.35,0.56,54.22,-0.62
32,"sleep",0.07,14.67,32.33,30.86,1.42,-0.13,1.8,0.73
32,"sleep",0.1,14.43,33,32.84,5,-0.29,6.11,-0.44
37,"sleep",0.21,8.4,31.51,30.89,0.34,-0.29,0.4,0.5
30,"sleep",0.31,5.69,29.75,28.91,0,0.39,0.07,-0.91
39,"sleep",0.2,2.75,33.75,33.45,0.85,-0.19,5.55,-0.22
32,"sleep",0.1,7.48,34.02,33.21,0.02,0.46,0.02,0.07
32,"nosleep",0.04,23.6,28.7,27.69,7.67,0.49,12.6,-0.59
37,"sleep",0.32,11.73,32.24,31.83,3.59,-0.35,5.44,0.95
34,"nosleep",0.12,11.78,28.57,26.88,59.95,0.95,30.68,-0.24
38,"sleep",1.42,8.64,30.97,30.12,0.29,0.13,1.03,-0.12
39,"sleep",0.32,7.34,33.58,33.38,2.28,-0.2,2.13,-0.01
37,"sleep",0.54,-0.1,33.07,32.02,0.24,0.02,0.35,0.05
39,"sleep",0.23,3.72,32.52,31.66,5.69,0.57,9.28,-0.59
24,"sleep",0.08,3.91,32.1,31.21,8.34,-0.16,0.19,-0.51
30,"sleep",0.43,12.5,30.59,28.98,0.07,0.36,0.07,-0.45
37,"sleep",0.33,9.6,27.98,27.6,1.6,0.08,2.04,-0.56
39,"nosleep",0.28,23.7,31.24,30.33,85.6,0.43,95.89,0.11
34,"nosleep",3.67,11.34,32.08,32.18,94.08,0.73,97.86,-0.08
38,"sleep",0.36,6.66,31.59,31,0.24,-0.19,0.81,-0.58
31,"nosleep",0.28,25.1,31.46,30.6,2,-0.01,40.74,-0.65
39,"sleep",0.33,13.66,33.63,34.25,2.97,-0.14,7.44,0.62
37,"sleep",0.7,31.9,27.15,29.39,1.05,0.17,1.46,0.17
32,"sleep",0.24,1.59,34.39,34.06,0.07,0.07,0.12,0.16
31,"sleep",0.38,8.83,32.13,31.52,9.5,-1.02,14.42,-0.18
34,"nosleep",0.2,5.21,31.85,30.67,1.08,0.19,1.36,-0.9
38,"sleep",0.2,14.86,30.43,29.65,0.25,-0.52,0.48,0.6
35,"nosleep",0.43,14.14,31.24,29.85,77.66,1.02,64.71,-0.3
32,"nosleep",0.05,13.8,30.02,29.37,22.02,0.48,41.35,-0.71
36,"sleep",0.67,19.16,30.03,30.96,0.43,0.47,1.96,-0.58
35,"nosleep",0.52,25.39,30.64,29.5,143.59,0.68,127.41,-0.26
31,"nosleep",0.31,21.96,31.6,30.79,4.27,0.73,6.5,-0.65
39,"sleep",0.16,0.63,34.9,34.52,1.36,-0.19,5.49,0.13
35,"nosleep",0.42,16.26,31.68,30.56,11.2,0.86,10.46,-0.52
34,"nosleep",0.2,10.57,31.7,30.46,5.9,1.02,6.33,-0.02
38,"sleep",0.31,12.93,33.38,32.92,3.37,-0.56,0.46,0.91
39,"sleep",0.15,5.02,34.53,33.97,9.66,0.13,18.06,0.04
37,"nosleep",0.56,13.27,29.57,30.91,41.56,0.9,41.89,-0.34
24,"sleep",0.41,3.62,33.57,32.84,1.3,-0.08,0.96,-0.58
38,"sleep",0.29,2.94,32.85,31.96,1.21,-0.21,2.2,0.18
34,"nosleep",0.55,12.69,31.8,30.5,73.93,0.94,37.29,-0.46
34,"nosleep",2.46,6.03,32.58,32.91,112.49,0.78,82.02,-0.48
37,"nosleep",0.44,7.67,30.99,31.95,10.71,0.36,5.71,-0.82
34,"nosleep",1.6,6.85,32.63,32.01,7.72,1.12,6.06,-0.19
35,"nosleep",0.04,23.94,28.59,26.9,8.74,0.86,7.93,-0.52
29,"sleep",0.37,6.23,28.46,26.81,0.07,0.08,0.14,-0.62
32,"sleep",0.04,28.43,32.78,31.25,0.25,0.53,0.29,0.14
38,"sleep",0.21,14.62,31.51,31.7,0.18,-0.2,0.5,0.65
30,"sleep",0.17,6.9,29.03,27.38,0,0.14,0,-0.65
38,"sleep",0.36,-0.24,32.4,31.61,0.18,0,0.19,-0.18
39,"nosleep",0.18,11.15,32.26,31.39,60.62,0.71,66.64,-0.59
37,"sleep",0.54,22.92,28.27,30.47,24.76,-0.57,33.45,0.5
31,"nosleep",0.29,19.64,31.94,30.84,26.57,0.89,51.16,-0.5
37,"sleep",0.43,5.21,31.28,32.82,0.18,-0.11,0.71,-1.04
34,"nosleep",2.25,21.72,31.8,31.48,472.57,0.97,267.2,-0.2
39,"sleep",0.43,2.46,34.31,33.79,4.55,-0.23,3.25,-0.07
39,"sleep",0.08,22.25,31.19,30.15,5.54,-0.42,6.01,-0.76
30,"sleep",0.54,1.79,29.69,29.02,0,0.09,0,-0.76
39,"nosleep",0.2,13.9,31.3,30.04,8.15,0.87,18.21,-0.33
39,"sleep",0.27,10.47,31.75,30.91,4.86,0.55,13.7,-0.6
24,"nosleep",1.44,32.38,32.14,30.82,341.87,0.85,351.81,-0.14
37,"sleep",0.46,11.05,28.93,29.86,0.24,0.46,2.23,-0.63
38,"sleep",0.5,4.68,31.54,30.93,6.41,0.4,8.86,-0.22
34,"nosleep",0.3,20.56,30.95,29.68,130.58,0.66,40.62,-0.15
39,"nosleep",0.36,9.02,31.75,31.66,74.96,0.94,55.66,-0.3
38,"sleep",0.3,9.46,32.63,31.98,0.28,-0.48,0.74,0.81
38,"sleep",0.19,6.03,31.62,30.51,7.7,-0.06,10.64,-0.25
35,"nosleep",1.82,12.55,31.32,29.91,108.24,0.7,121.4,-0.53
39,"sleep",0.25,2.51,34.41,33.93,7.72,0.01,13.65,-0.82
39,"nosleep",0.2,22.68,28.71,27.65,150.58,0.86,142.94,-0.02
30,"sleep",0.19,11.39,29.49,28.22,0.02,-0.69,0,0.56
34,"nosleep",1.45,23.79,30.88,29.78,296.27,1.08,185.11,-0.22
36,"nosleep",0.37,17.52,28.34,30.02,16.72,0.92,63.56,-0.42
36,"nosleep",1.21,17.04,30.43,31.73,33.27,0.86,33.34,-0.3
39,"nosleep",0.25,65.01,26.03,27.93,720.71,0.85,406.53,-0.45
32,"sleep",0.45,4.78,32.71,31.72,0.83,-0.14,1.1,-0.11
37,"sleep",0.75,5.98,30.82,32.1,1.51,-0.15,0.46,-0.97
35,"sleep",2,-1.11,32.32,31.07,0,-0.34,0,-0.26
37,"sleep",0.27,10.86,30.06,29.01,0.45,0.19,0.65,-0.76
24,"nosleep",2.19,22.73,31.95,31.75,45.12,0.91,33.17,-0.36
31,"sleep",0.16,11.39,31.32,30.05,15.24,-0.38,19.71,-0.57
34,"sleep",0.41,9.7,32.16,31.12,0.24,0.09,0.41,0.06
32,"sleep",0.07,7.43,31.98,31.5,0.12,-0.2,0,0.93
38,"sleep",0.2,6.52,32.5,31.43,12.84,0.1,20.87,-0.91
39,"nosleep",0.59,41.31,32.72,32.94,562.37,0.81,390.91,-0.58
39,"sleep",0.5,7.24,33.82,33.72,1.3,-0.31,7.06,0.4
31,"sleep",5.25,20.66,32.77,31.82,10.19,0.2,12.63,-0.58
38,"nosleep",0.27,10.91,30.88,29.96,17.41,0.83,19.96,-0.43
24,"sleep",0.05,4.97,31.22,29.95,0.54,0.04,0.07,-0.92
31,"nosleep",0.99,15.06,33.34,32.61,17.55,-0.25,30.9,-0.11
39,"nosleep",0.2,12.64,29.38,28.1,35.03,0.95,39.37,-0.28
35,"nosleep",0.22,2.94,32.41,30.86,9.78,0.88,10.22,-0.31
37,"sleep",0.74,16.6,30.18,31.25,0.33,0.35,4.04,-0.56
39,"nosleep",0.36,8.06,32.92,32.91,49.61,0.07,73.52,-0.51
35,"nosleep",0.46,14.38,32.04,30.99,350.6,0.82,245.61,-0.3
38,"sleep",0.28,8.74,31.79,31.24,0.38,0.24,0.12,-1.02
38,"nosleep",0.69,9.75,33.3,32.26,0.83,0.87,0.34,-0.17
39,"nosleep",0.2,6.08,32.01,32.03,7.2,0.45,10.39,-0.63
34,"nosleep",0.32,12.11,32.01,31.32,247.08,1,185.55,-0.17
35,"nosleep",0.33,12.6,31.32,30.05,58.77,0.87,54.66,-0.36
38,"nosleep",0.19,18.39,30.21,29.24,1.7,0.89,4.26,-0.33
31,"nosleep",0.28,18.87,30.38,29.51,13.54,0.48,26.51,-0.72
32,"sleep",0.12,21.77,30.67,29.27,2.24,-0.51,2.34,-0.83
37,"sleep",0.38,1.83,29.44,30.45,0.14,0.06,1.11,-0.28
30,"sleep",0.4,13.22,29.97,28.46,0,0.48,0,-0.82
31,"nosleep",0.92,27.7,33.01,32.32,30.07,0.77,44.78,-0.55
24,"nosleep",0.19,2.12,34.4,33.83,1.32,0.12,4.63,-0.14
38,"sleep",0.37,10.86,31.27,31.09,0.24,-0.2,1.36,-0.58
39,"sleep",0.18,0.87,34.97,34.56,2.35,-0.34,2.43,0.11
31,"sleep",1.3,15.11,32.26,30.96,0.07,-0.06,0.04,-0.6
34,"nosleep",0.42,21.33,30.11,28.01,113.05,1.02,95.53,-0.3
39,"nosleep",3.12,27.41,35.27,35.69,1164,0.84,521.83,-0.5
32,"sleep",0.06,12.11,33.07,32.41,0,-0.27,0,1.04
34,"nosleep",0.15,16.02,29.31,26.83,149.93,0.96,123.47,-0.35
37,"nosleep",0.55,11.97,31.92,33.35,10.08,0.95,13.14,-0.21
30,"nosleep",0.27,12.79,30.39,29.5,14.97,0.8,37.98,-0.39
37,"sleep",0.53,21.38,29.24,31.25,0.91,0.1,0.97,-1.04
39,"nosleep",0.41,41.6,30.21,29.75,243.89,0.86,240.49,0.02
24,"nosleep",0.6,7.63,31.82,31.43,137.23,0.66,160.48,-0.61
39,"sleep",0.66,-1.98,35.09,34.73,4.55,-0.31,14.34,0.89
34,"nosleep",0.28,16.17,30.71,29.43,35.59,0.92,35.88,-0.36
38,"nosleep",0.24,6.47,31.61,30.11,0.63,0.34,2.5,-0.76
35,"nosleep",0.37,18,30.54,29.41,33.95,0.89,21.1,-0.54
36,"nosleep",0.85,14.62,30.49,32.08,338.22,0.92,177.67,-0.33
38,"nosleep",0.49,13.08,32.34,31.41,10.85,0.63,12.7,-0.07
34,"nosleep",0.34,29.68,31.16,30.38,272.35,0.89,224.43,-0.26
31,"nosleep",0.04,19.4,31.35,29.83,4.57,0.36,5.87,-0.28
24,"nosleep",0.17,23.26,27.3,26.9,14.28,0.61,27.97,-0.68
29,"nosleep",0.23,2.22,26.97,25.45,8.19,0.85,9.71,-0.28
32,"sleep",0.14,11.44,33.89,32.74,4.31,-0.02,8.33,-0.56
35,"nosleep",4.17,68.29,29.57,28.01,1586.2,0.89,1121.3,-0.41
24,"sleep",0.49,1.35,34.05,32.99,3.27,-0.04,1.32,-0.6
32,"sleep",0.43,11.82,32.49,31.5,1.43,-0.39,1.37,-0.9
31,"nosleep",0.32,19.4,32.53,31.4,4.05,0.69,5.25,-0.34
39,"sleep",0.19,10.18,34.17,34.29,2.31,-0.26,6.23,0.13
37,"sleep",0.38,3.43,31.14,31.97,0.35,-0.05,0.39,-0.6
38,"nosleep",0.24,14.58,31.99,30.82,28.87,0.91,31.5,0.02
38,"sleep",0.59,6.08,33.57,32.96,0.17,0.26,0.72,-1.01
31,"nosleep",0.23,6.85,30.55,29.54,4.43,0.56,7.41,-0.75
37,"nosleep",0.44,10.28,31.68,32.88,21.24,0.91,23.51,-0.29
31,"nosleep",0.3,17.71,31.97,31.07,19.74,0.87,27.29,-0.64
29,"nosleep",0.2,5.94,24.24,22.36,38.27,0.94,40.59,-0.39
39,"nosleep",0.58,7.63,32.9,33.59,84.03,0.5,91.54,-0.27
38,"sleep",0.29,16.41,31.84,30.8,0.12,0.25,0.41,0.92
32,"sleep",0.13,3.96,33.45,32.66,0.46,-0.24,0.35,0.98
32,"nosleep",0.06,19.74,31.73,30.64,0.61,0.13,0.45,-0.47
32,"sleep",0.09,10.28,33.22,32.99,0.02,-0.27,0,0.65
32,"nosleep",0.04,19.84,30.3,29.73,14.58,0.51,22.08,-0.7
35,"nosleep",0.43,16.7,31.49,30.39,25.22,0.71,32.45,-0.47
38,"sleep",0.26,7.38,33.24,32.36,0.18,-0.78,0.79,0.7
29,"nosleep",0.46,6.03,27.31,26.43,229.23,0.89,151.95,-0.36
38,"nosleep",0.34,22.2,29.56,28.13,4.88,0.87,11.67,-0.21
34,"nosleep",0.33,21.19,30.1,28.88,0.72,0.7,1.09,-0.68
39,"nosleep",0.69,22.39,30.11,29.5,195.17,0.87,185.76,-0.13
35,"nosleep",0.54,18.19,30.09,27.88,129.73,1.06,44.13,-0.12
32,"sleep",0.41,14.19,33.09,32.35,0,-0.11,0.05,-0.33
30,"nosleep",0.37,13.95,30.51,29.48,22.09,0.59,64.96,-0.76
39,"sleep",0.55,22.97,33.09,33.13,6.15,-0.77,10.09,0.56
39,"nosleep",0.52,41.07,34.01,34.43,1299.1,0.82,667.8,-0.55
43,"nosleep",2.18,19.74,31,30.63,22.97,-0.17,17.67,0.11
32,"sleep",0.08,14.33,32.73,31.4,0.82,0.13,1.41,-0.7
37,"nosleep",0.36,15.78,31.21,32.63,36.63,0.98,37.19,-0.2
30,"sleep",0.46,10.18,31.63,30.86,1.76,-0.81,1.65,0.11
37,"nosleep",0.48,7.38,32.87,31.67,262.91,0.92,98.45,-0.19
38,"nosleep",0.48,21.72,31.67,31.17,550.65,0.89,243.86,-0.4
34,"nosleep",0.27,10.09,29.54,27.4,80.11,1.07,52.78,-0.2
38,"nosleep",2.03,26.25,28.02,26.83,1497.4,0.92,804.49,-0.34
39,"nosleep",0.53,23.07,32.8,32.31,149.98,0.91,168.72,-0.14
39,"sleep",0.16,6.13,33.86,32.89,5.58,0.12,7.97,-0.9
30,"sleep",0.29,9.85,30.61,29.91,0.02,0,0,-0.61
31,"sleep",0.27,2.36,31.82,30.86,2.91,0,2.78,-1.27
37,"sleep",0.68,15.59,29.42,30.31,4.37,0.19,8.01,-0.8
30,"sleep",0.82,1.4,29.87,29.11,1.2,-0.21,1.25,-0.18
24,"nosleep",0.6,19.79,32.36,31.91,51.36,0.77,62.65,-0.53
38,"sleep",0.75,9.89,32.73,32.39,0.07,-0.12,0.16,0.97
36,"nosleep",0.34,18.44,29.03,30.24,36.35,0.86,40.87,-0.41
39,"sleep",0.2,15.15,33.6,34.43,2,-0.38,2.99,0.67
36,"nosleep",0.59,8.54,30.56,31.99,100.16,0.46,66.61,-0.74
36,"sleep",0.43,3.62,29.24,30.45,0.42,-0.11,0.28,-0.96
37,"sleep",0.61,16.94,27.76,29.5,120.47,0.86,121.8,-0.35
31,"nosleep",0.43,22.44,31.76,30.98,17.78,0.73,32.65,-0.48
32,"sleep",0.68,10.38,31.48,30.67,4.6,-0.3,7.31,-0.74
39,"sleep",0.09,14.48,32.35,30.93,6.12,-0.11,10,-0.97
30,"sleep",0.3,6.9,30.48,29.28,0,0.48,0.16,-0.05
35,"nosleep",1.32,53.91,29.06,27.93,1732,0.85,1242.6,-0.5
38,"sleep",0.17,2.56,32.99,31.96,0.05,-0.07,0.69,-0.27
24,"nosleep",0.12,33.78,26.84,26.34,56.87,0.62,82.24,-0.5
34,"nosleep",2.19,14.91,32.87,31.89,70.41,1.09,49.29,-0.23
37,"sleep",0.58,7.87,31.48,33.08,7.29,-0.01,6.09,-0.75
35,"nosleep",0.38,11.25,31.41,30.5,58.12,0.89,62.28,-0.53
39,"nosleep",0.49,45.94,31.06,32.38,654.59,0.83,443.24,-0.48
30,"sleep",0.33,17.52,30.16,29.2,7.96,-0.11,8.95,0.92
37,"sleep",0.44,10.23,30.54,31.33,2.62,0.5,4.75,-0.71
39,"nosleep",1.51,42.28,33.58,34.56,1364.9,0.76,485.01,-0.41
39,"nosleep",0.78,26.93,33.36,31.99,216.55,0.91,161.71,-0.2
31,"nosleep",0.13,15.68,31.59,30.31,23.39,0.48,31.09,-0.37
37,"sleep",0.43,11.82,29.44,29.95,1.67,0.01,10.18,-0.7
39,"sleep",0.2,1.83,34.29,32.85,6.11,-0.11,6.45,-0.48
39,"sleep",0.18,14,32.85,32.5,3.9,0.27,3.44,0.23
32,"sleep",0.08,8.49,34.2,33.55,0,-0.08,0.05,-0.05
39,"sleep",0.21,3.19,34.76,34.27,1.25,-0.31,4.93,0.09
37,"nosleep",0.31,11.63,29.82,31.11,88.56,0.92,85.75,-0.35
37,"sleep",0.36,13.71,30.57,31.11,1.59,0.45,1.34,-0.72
35,"nosleep",0.33,16.02,31.07,30.04,5.38,0.88,7.18,-0.46
38,"sleep",0.17,1.01,32.46,31.19,0.23,-0.03,0.57,-0.14
31,"nosleep",3.08,20.66,31.82,30.61,71.14,0.75,90.45,-0.42
38,"nosleep",0.27,9.6,30.99,30.07,96.85,0.8,82.71,-0.5
39,"sleep",0.61,9.7,33.7,33.72,4.12,0.22,6.54,0.28
37,"sleep",0.22,1.74,31.89,31.06,0.26,-0.15,0.82,-0.16
39,"sleep",0.14,35.04,31.07,31.55,10.65,-0.65,16.03,-0.18
32,"nosleep",0.11,18.68,32.04,30.92,9.63,0.67,11.16,-0.4
31,"nosleep",0.42,-2.36,31.65,29.93,0.68,0.22,3.04,-1.04
39,"sleep",0.22,23.94,30.81,29.97,2.17,-1.04,7.13,0.34
32,"sleep",0.07,18.48,31.65,31.19,0.02,-0.22,0,0.84
34,"nosleep",0.43,15.88,32.64,31.71,16.61,0.71,20.51,-0.5
37,"nosleep",0.35,14.43,30.18,31.49,23.58,0.9,29.86,-0.2
32,"sleep",0.27,11.92,33.12,32.37,0.38,0.56,0.41,-0.73
35,"nosleep",0.27,19.93,29.99,28.79,84.09,0.94,52.33,-0.31
39,"sleep",0.16,7.63,32.25,31.75,7.7,0.05,9.93,-0.93
24,"sleep",0.17,2.27,32.47,32.03,2.1,-0.13,2.58,-0.58
34,"nosleep",2.28,12.02,31.25,30.39,8.57,1.15,5.61,0
36,"sleep",0.4,10.62,28.27,29.07,0.86,0.13,1.3,-0.64
37,"sleep",0.38,3.28,30.74,32.15,1.3,-0.15,1.14,-0.99
38,"sleep",0.3,7.48,32.5,31.26,0.58,0.27,0.47,0.03
31,"sleep",0.08,9.27,30.58,28.62,1.2,-0.04,1.16,-0.46
34,"nosleep",0.15,21.43,30.09,29.19,13.68,0.79,11.71,-0.61
39,"nosleep",0.69,70.46,28.6,28.53,1287.1,0.73,487.31,-0.43
31,"sleep",0.09,5.12,31.62,30.74,0.36,-0.3,1.65,0.93
37,"nosleep",0.4,13.18,31.95,33.42,341.24,0.94,211.83,-0.3
36,"nosleep",0.55,11.44,30.96,32.23,128.14,0.93,85.71,-0.3
31,"nosleep",0.56,26.83,31.28,29.95,2.01,0.95,1.22,-0.29
30,"nosleep",0.17,12.89,28.68,27.6,2.91,0.86,6.86,-0.45
35,"nosleep",0.15,22.25,30.9,29.68,557.18,1.06,190.62,-0.32
29,"nosleep",0.21,7.29,24.01,22.2,54.82,0.98,47.54,-0.34
31,"nosleep",2.6,26.35,31.36,30.5,17.38,0.88,29.64,-0.43
39,"nosleep",0.52,16.17,31.42,30.44,323.15,0.97,183.02,-0.07
30,"nosleep",0.12,11.82,29.84,28.55,1.76,0.87,1.45,-0.43
32,"sleep",0.13,10.04,33.49,33.08,0,-0.17,0,0.93
34,"nosleep",0.2,12.69,31.07,30.13,4.24,0.82,7.86,-0.41
38,"sleep",0.2,10.81,32.5,31.69,0,-0.3,0.22,-0.26
24,"sleep",0.12,13.18,32.47,31.93,0.61,0.3,0.59,-0.54
31,"nosleep",0.99,23.84,32.65,32.02,39.9,0.74,62.57,-0.43
31,"nosleep",2.01,22.92,30.64,29.8,12.05,0.81,22.44,-0.53
38,"sleep",0.31,0.53,31.57,30.32,0.7,-0.04,0.34,0.19
34,"nosleep",0.55,14.19,30.22,28.3,119.67,0.8,82.32,-0.51
30,"sleep",0.34,8.06,29.77,28.28,0.13,0.61,0.34,-0.5
39,"nosleep",0.59,5.84,34.37,34.39,81.94,0.53,79.96,-0.75
32,"nosleep",0.1,24.23,30.42,29.63,152.4,0.73,146.29,-0.33
30,"sleep",0.45,5.41,31.77,30.86,0,0.16,0.02,-0.76
24,"sleep",0.32,2.75,31.7,31.06,0,-0.24,0.02,-0.86
30,"nosleep",0.28,12.5,30.37,29.41,9.34,0.95,14.14,-0.26
37,"nosleep",0.51,29.97,27.62,28.99,27.63,0.87,102.59,-0.44
39,"nosleep",0.26,10.76,32.4,31.2,99.77,0.93,63.27,-0.31
39,"sleep",0.14,5.45,33.7,32.55,4.75,0.08,6.51,-0.68
38,"sleep",0.36,17.37,30.48,29.65,2.19,-0.58,4.67,0.85
39,"sleep",0.6,8.35,33.02,32.09,5.6,-0.11,11.67,-0.94
39,"nosleep",0.38,52.94,28.35,28.28,388.6,0.88,258.8,-0.38
31,"nosleep",0.29,17.52,31.24,30.06,9.69,0.97,16.55,-0.4
32,"nosleep",0.12,23.84,28.71,28.04,8.04,0.59,10.66,-0.78
35,"nosleep",0.28,9.6,30.88,29.35,9.97,1.11,6.91,-0.05
39,"nosleep",0.2,14.38,31.19,29.95,7.88,0.85,11.81,-0.27
38,"nosleep",0.25,11.68,31.61,30.71,9.31,0.47,8.4,-0.67
39,"nosleep",0.2,74.37,25.41,25.91,1734.9,0.88,865.1,-0.45
38,"sleep",0.49,12.31,32.19,31.74,0.02,-0.76,0.36,0.72
36,"sleep",0.36,27.89,26.08,27.4,1.4,0.16,0.85,-0.48
38,"sleep",0.33,11.87,31.49,30.56,0.18,-0.47,0.54,0.9
36,"sleep",0.57,6.95,30.06,31.03,3.95,0.14,3.1,-0.41
29,"sleep",0.54,7.48,28.79,26.76,0.19,0.62,0.49,-0.81
32,"sleep",0.07,7.87,32.73,32.18,14.05,0.39,14.51,-0.12
32,"nosleep",0.07,18.53,30.71,30.22,8.92,0.4,23.9,-0.76
37,"nosleep",0.55,14.77,30.44,32.3,11,0.35,33.63,-0.95
38,"sleep",0.21,1.45,32.99,31.87,0.14,-0.25,0.17,-0.13
31,"nosleep",0.36,24.42,31.23,30.61,22.27,0.51,31.73,-0.17
32,"sleep",0.12,26.69,32.31,31.7,2.79,0.51,1.69,-0.42
31,"sleep",0.12,14.53,30.28,29.34,0.72,0.33,3.08,0.89
37,"sleep",0.21,1.54,33.18,32.15,7.32,-0.26,12.27,0.26
36,"nosleep",0.99,10.09,29.34,30.8,338.64,0.91,208.9,-0.38
30,"sleep",0.4,16.26,30.29,29.15,0.02,-0.17,0,-0.66
31,"nosleep",0.6,23.55,30.93,29.93,24.14,0.67,34.57,-0.56
34,"nosleep",1.41,25.67,29.63,28.44,116.66,1.1,147.22,-0.21
39,"nosleep",1.01,47.87,29.37,30.53,1210.6,0.79,551.12,-0.6
37,"sleep",0.39,12.26,30.13,31.09,1.32,0.09,0.7,0.14
30,"sleep",0.37,26.69,28.61,27.86,0.02,-0.84,0.06,0.61
37,"nosleep",0.44,13.9,30.89,32.65,94.82,0.91,94.98,-0.25
24,"nosleep",0.77,18.48,30.66,30.9,105.54,0.89,104.12,-0.32
24,"nosleep",0.2,29.49,28.64,28.01,59.27,0.61,61.6,-0.16
37,"nosleep",0.47,13.27,30,31.36,42.27,0.8,34.74,-0.39
38,"sleep",0.17,2.03,31.61,30.21,0,0.39,0.4,-0.8
39,"sleep",0.17,5.41,34.29,33.68,9.92,0.02,8.36,-0.29
31,"nosleep",0.11,17.47,29.57,28.18,34.31,0.9,25.89,-0.08
37,"sleep",0.4,4.01,29.57,29.34,1.67,0.25,1.46,-1.01
39,"nosleep",0.32,13.22,31.88,31.55,90.64,0.64,97.27,-0.61
38,"nosleep",0.67,8.54,34.42,33.57,6.54,0.87,7.21,-0.24
37,"sleep",0.64,5.07,29.24,30.06,1.22,-0.04,14.21,-0.45
39,"nosleep",0.32,89.91,24.1,26.37,705.06,0.79,338.45,-0.56
32,"sleep",0.19,17.62,31.14,31.11,1.51,-0.1,1.33,0.95
30,"sleep",0.33,8.01,31.65,30.81,7.34,-0.46,12.15,0.36
24,"nosleep",0.17,34.31,27.72,27.24,102.77,0.88,140.76,-0.17
30,"sleep",1.75,5.98,30.9,29.99,0,-0.93,0,0.4
38,"nosleep",0.53,23.84,33.11,32.87,372.54,0.88,190.64,-0.34
32,"nosleep",0.13,18.15,31.71,30.65,1.47,0.47,3.65,-0.47
35,"nosleep",0.41,13.42,31.48,30.5,19.39,0.89,22.76,-0.34
35,"nosleep",0.18,26.64,29.25,27.58,21.95,0.54,19.58,-0.19
31,"sleep",0.39,7.53,32.89,32.14,0.02,0.18,0,-0.42
37,"nosleep",0.74,23.7,32.56,34.35,404.1,0.96,476.48,-0.14
37,"sleep",0.21,17.95,30.49,32.19,78.63,0.55,58.04,-0.75
32,"sleep",0.58,7.09,32.56,31.89,3.49,-0.29,5.01,0.73
34,"nosleep",0.3,12.5,31.08,29.81,14.85,0.88,18.36,-0.45
39,"nosleep",0.51,73.65,28.39,28.63,998.52,0.85,577.3,-0.31
39,"sleep",0.19,3.33,34.31,34.04,1.52,-0.14,2.36,-0.56
32,"sleep",0.64,8.06,32.44,31.59,1.18,0.52,1.45,-0.62
36,"nosleep",0.58,12.89,29.44,30.54,58.73,0.89,54.07,-0.39
34,"nosleep",0.17,17.52,29.67,28.3,3.47,0.96,2.52,-0.03
31,"sleep",0.32,5.07,30.82,29.63,4.01,-0.05,4.45,-0.63
35,"sleep",0.31,11.82,32.56,32.27,0.47,-0.25,1.25,0.77
38,"sleep",0.49,13.22,32.28,32.08,0.06,-0.25,0.71,0.21
31,"nosleep",0.27,16.07,31.46,30.28,17.49,0.59,32.07,-0.55
36,"sleep",0.56,10.28,28.51,29.9,0.22,0,2.19,-1.05
38,"nosleep",0.48,89.38,26.32,26.81,1444.8,0.88,784.44,-0.42
34,"nosleep",3.37,26.16,31.49,31.21,348.09,1.07,189.67,-0.22
39,"sleep",0.44,-0.87,34.95,34.21,0.73,-0.44,6.14,0.93
34,"nosleep",0.13,12.93,30.22,29.43,61.54,0.96,50.55,-0.49
38,"nosleep",0.29,12.07,30.91,29.82,3.63,0.84,7.3,-0.42
38,"nosleep",0.73,55.5,31.29,31.82,1404.5,0.93,779.02,-0.29
38,"sleep",0.46,14.24,31.27,31.37,0.79,-0.27,0.37,0.73
39,"sleep",0.1,2.99,34.65,33.78,5.21,-0.05,4.16,-0.56
36,"nosleep",0.75,13.95,29.39,30.31,106.06,0.58,138.2,-0.51
34,"nosleep",0.75,4.58,31.19,30.41,116.81,4.34,75.78,-0.28
39,"sleep",0.15,7.19,33.91,33.19,6.2,0.12,11.61,-0.55
30,"sleep",0.53,7.58,31.63,31.55,1,-0.12,2.13,-0.72
36,"nosleep",0.43,19.3,31.11,32.65,108.56,0.37,61.24,-0.58
39,"nosleep",0.54,55.4,26.54,27.73,1122,0.77,437.33,-0.51
39,"sleep",0.14,5.41,31.8,30.64,2.23,-0.27,5.63,0.06
32,"sleep",0.2,16.02,33.38,32.41,9.73,0,11.71,-0.55
35,"nosleep",0.25,19.98,30.81,29.52,1.97,-0.88,2.31,0.59
39,"nosleep",0.5,30.55,31.22,30.37,73.63,0.92,77.82,-0.12
31,"nosleep",0.57,26.5,31.16,29.75,14.66,0.95,22.25,-0.25
32,"sleep",0.21,11.92,34.25,34.02,0.02,-0.68,0.06,0.74
32,"nosleep",0.12,19.45,32.18,31.25,76.52,0.67,63.44,-0.26
30,"sleep",0.42,2.65,31.55,30.56,0,0.02,0,-0.33
39,"sleep",0.14,5.41,33.84,32.4,7.01,-0.11,7.93,-0.85
39,"nosleep",0.24,16.84,33.34,32.87,165.12,0.73,159.41,-0.21
34,"nosleep",0.2,23.89,28.74,27.29,5.29,1.13,8.1,-0.2
39,"nosleep",0.66,15.59,32.84,32.01,51.98,-0.06,68.85,-0.29
