"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
34,"wtv",0.24,11.63,31.9,30.78,7.26,0.95,6.61,-0.42
39,"ntv",0.17,1.4,34.86,34.58,3.64,-0.23,5.4,0.25
38,"ntv",0.25,10.91,31.62,30.96,0.27,-0.66,0.36,0.67
38,"wtv",0.33,12.98,32.13,31.11,4.26,0.51,7.02,-0.65
37,"ntv",0.81,4.78,31.04,31.73,2.85,-0.08,1.4,-0.63
39,"ntv",0.6,13.42,34.76,34.77,67.85,0.73,51.05,-0.6
37,"ntv",0.38,33.54,30.4,29.24,1553.5,0.92,885.79,-0.37
37,"ntv",0.27,4.05,32.65,31.7,0.12,0.02,0.35,0.08
36,"ntv",0.88,9.99,28.71,30.02,115.44,0.82,105.89,-0.5
31,"ntv",0.11,13.42,31.56,29.68,0.67,0.13,1.08,-0.21
35,"wtv",0.51,12.55,31.39,30.43,17.6,1.02,16.46,-0.41
38,"wtv",0.41,12.31,30.83,29.83,1.59,0.9,1.08,-0.28
37,"wtv",0.36,13.18,29.21,31,113.14,0.8,116.82,-0.33
38,"ntv",0.26,8.25,32.24,31.41,0.03,0.73,0.12,-0.56
38,"wtv",0.26,2.75,32.18,30.23,0.08,0.53,0.54,0.6
31,"wtv",0.32,22.34,32.29,31.27,8.6,0.71,10.13,-0.49
32,"ntv",0.24,25,32.19,31.49,221.43,0.97,155.91,-0.24
34,"wtv",0.2,11.15,31.17,29.96,46.02,0.88,38.29,-0.29
32,"ntv",0.27,10.28,32.78,31.87,0.04,0.07,0,-0.47
31,"wtv",0.22,15.4,31,30.13,0.6,-0.18,3.93,-1.25
35,"wtv",0.43,5.36,32.25,31.23,0.08,0.63,0.42,0.09
34,"ntv",0.58,-2.17,33.25,32.79,0,0.52,0.04,1.11
39,"ntv",0.18,2.75,33.69,32.74,1.77,0.05,3.41,-0.2
36,"ntv",0.41,1.93,30.82,31.73,0.94,0.13,1.42,-0.63
37,"ntv",0.26,4.58,29.49,30.42,0.2,-0.06,0.34,-0.96
37,"ntv",0.28,1.88,30.73,30.29,0.4,-0.16,0.5,0.3
37,"wtv",0.36,13.27,29.18,30.83,20.46,0.58,31.05,-0.65
37,"wtv",0.43,13.9,30.24,31.16,1.54,0.08,1.09,-1.03
39,"ntv",0.09,9.7,32.92,31.29,2.06,-0.08,8.02,-0.79
35,"wtv",0.46,22.68,30.91,29.59,3.16,0.88,3.77,-0.14
37,"ntv",0.41,13.75,31.38,33.12,16.25,0.33,25.14,-0.95
35,"ntv",0.45,15.59,31.82,30.56,99.56,0.95,106.34,-0.33
38,"wtv",0.26,4.83,31.64,29.91,0.33,0.49,1.57,0.57
39,"ntv",0.37,55.84,30.45,31.17,1515,0.83,890.09,-0.37
35,"wtv",0.28,8.16,30.68,29.08,12.24,1.1,12.48,-0.17
30,"wtv",0.31,12.93,30.85,29.93,11.85,-0.62,18.89,-0.19
34,"wtv",1.57,6.61,32.68,32.05,45.79,1,43.82,-0.29
24,"wtv",0.07,9.36,31.95,31.17,13.59,0.69,18.89,-0.58
35,"wtv",0.2,29.34,28.25,26.9,40.5,0.32,39.37,-0.26
31,"ntv",1.62,23.79,31.28,29.29,18.69,0.79,25.31,-0.57
38,"ntv",0.2,12.16,31.21,30.16,81.84,0.81,39.1,-0.42
37,"wtv",0.26,11.82,32.09,31.04,2.3,0.36,0.91,-0.68
37,"ntv",0.35,13.27,32.04,31.5,0.12,-0.6,0.26,0.82
35,"ntv",0.22,8.25,30.04,28.51,254.68,0.96,157.46,-0.39
35,"ntv",1.4,28.38,29.33,28.12,99.56,0.94,76.45,-0.36
32,"ntv",0.12,20.85,29.58,28.49,11.57,0.45,25.83,-0.51
39,"ntv",0.19,2.08,34.01,33.78,3.11,-0.15,8.07,-0.41
38,"wtv",0.26,10.14,31.51,30.32,1.85,0.87,1.83,-0.08
35,"wtv",0.42,16.41,30.56,28.77,3.11,1.09,4.75,0.03
25,"wtv",0.9,10.09,32.24,31.19,0.02,0.36,0.1,-0.87
31,"wtv",0.76,14.62,32.92,31.38,2.92,0.89,5.6,-0.39
31,"wtv",0.29,19.88,32.17,30.58,36.49,0.75,68.3,-0.5
38,"ntv",0.24,7.72,31.96,31,0.22,-0.06,0.58,-0.19
39,"ntv",0.2,7.48,33.75,32.87,5.09,-0.04,3.99,-0.75
34,"wtv",0.2,26.69,30.06,28.77,10.36,1.13,11.99,-0.14
37,"wtv",0.24,14.09,31.49,30.07,2.33,0.89,2.24,-0.09
31,"wtv",0.26,15.01,31.31,29.75,20.13,0.88,25.82,-0.39
35,"wtv",0.44,8.01,32.13,31.27,0.84,0.4,1.25,0.28
38,"ntv",0.27,1.25,32.87,32.17,0.14,-0.08,0.47,0.1
30,"wtv",0.3,12.36,30.75,29.82,29.08,0.58,38.19,-0.78
31,"ntv",0.23,22.01,29.68,28.94,41.36,0.68,38.73,-0.75
30,"ntv",0.33,14.04,31.46,30.25,0.89,0.82,1.83,-0.53
38,"wtv",0.23,10.86,31.49,30.4,18.61,-0.27,23.17,-0.19
25,"wtv",0.93,5.07,32.94,31.86,0.36,-0.05,0.16,-0.76
30,"ntv",0.5,4.3,32.05,31.32,0,-0.05,0,-0.52
39,"ntv",0.18,5.79,33.43,32.91,4.47,-0.28,5.73,-1.02
34,"wtv",1.27,9.22,32.35,31.74,19.92,0.99,14.33,-0.4
30,"wtv",0.31,21.72,30.02,28.96,24.86,-0.48,26.93,-0.14
32,"ntv",0.06,14.58,32.55,31.74,4.75,0.4,8.91,-0.46
31,"ntv",0.36,18.19,30.17,28.92,9.15,0.97,9.98,-0.06
34,"wtv",0.24,26.16,29,28.5,0.33,-0.85,0.53,0.4
36,"ntv",0.49,3.19,30.91,31.99,2.16,-0.11,1.02,-0.83
37,"ntv",0.41,14.43,29.41,31.03,48.63,0.94,58.56,-0.3
37,"ntv",0.42,2.85,30.72,31.78,7.35,-0.05,8.71,-0.64
30,"ntv",0.54,1.59,29.84,29.17,0,0.08,0.02,-0.76
32,"ntv",0.23,5.5,33.56,32.24,1.45,0.53,2.52,-0.6
43,"wtv",5.55,11.29,33.8,33.24,0,0.49,0,0.57
37,"ntv",0.29,11,30.73,30.2,0.18,-0.3,0.5,-0.31
39,"ntv",0.17,1.64,35.02,34.75,3.5,-0.15,14.09,-0.1
31,"wtv",0.62,19.93,32.59,30.94,9.65,0.68,15.27,-0.62
39,"ntv",0.44,18.1,31.34,30.46,121.18,0.86,122.52,-0.11
35,"wtv",0.26,17.76,28.69,26.69,9.93,1.15,10.22,-0.02
30,"ntv",0.28,6.56,29.97,28.85,0,-0.13,0,0.8
34,"wtv",0.19,18.73,31,29.98,0.48,0.63,1.92,0
34,"wtv",0.39,16.99,30.68,29.74,14.47,0.68,11.77,-0.03
32,"ntv",0.04,3.09,32.01,31.07,1.3,-0.24,0.95,0.95
31,"ntv",1.07,17.66,29.62,28.54,15.16,0.88,38.32,-0.56
38,"wtv",0.25,8.93,31.54,30.34,5.25,0.7,4.74,0.05
31,"ntv",0.25,11.87,32.44,31.04,0.79,0.56,0.94,-0.23
37,"wtv",0.22,3.62,32.21,30.43,2.43,0.41,1.79,0.1
35,"ntv",0.62,10.57,32.06,30.85,8.31,1.15,5.65,-0.07
31,"ntv",0.31,-0.58,31.53,30.37,1.06,-0.12,8.26,0.15
38,"wtv",0.3,12.89,30.58,29.69,0.1,0.68,0.42,-0.16
38,"ntv",0.3,15.78,31.81,31.19,0.12,-0.3,0.07,0.73
35,"wtv",0.43,8.83,32.08,31.02,0.3,0.63,0.64,0.07
36,"ntv",0.45,12.26,29.06,29.86,1.24,-0.04,0.41,-0.78
39,"ntv",0.13,4.83,33.5,32.63,1.93,0.16,9.29,-0.23
37,"ntv",0.65,14,29.03,30.53,0.29,0.12,0.02,-0.92
30,"ntv",0.56,12.79,29.84,29.02,0.05,-0.22,0.07,-0.76
38,"wtv",0.34,11.78,31.57,30.2,1.77,0.86,4.33,-0.08
39,"ntv",1.46,22.49,32.08,31.22,109.69,0.4,153.94,-0.4
37,"ntv",0.38,2.99,31.27,29.53,0.08,0.11,0.39,-0.81
32,"ntv",0.06,9.7,33.77,32.69,0.02,0.46,0,0.03
38,"ntv",0.31,3.47,31.99,30.96,0.16,-0.1,1.18,-0.44
35,"wtv",0.28,5.74,31.12,29.46,4.72,1.12,3.05,-0.06
31,"wtv",0.27,14.19,31.34,29.71,4.04,0.42,8.11,-0.62
31,"wtv",0.46,24.95,32.96,31.89,0.24,0.95,0.44,-0.24
39,"ntv",0.14,16.12,31.63,30.44,23.12,0.04,23.69,-0.71
39,"ntv",0.18,8.93,33.5,33.11,3.79,0.08,6.72,-0.98
31,"ntv",0.3,13.56,32.73,32.05,1.15,-0.1,1.98,-0.75
37,"wtv",0.39,9.22,30.79,31.93,110.02,0.67,106.8,-0.36
37,"wtv",0.37,12.07,29.24,31,50.65,0.82,54.67,-0.3
35,"wtv",0.28,12.6,30.76,29.43,0.06,1.1,0.2,-0.09
35,"wtv",0.51,1.3,32.11,30.59,21.99,1.04,26.78,-0.06
39,"ntv",0.18,28.86,30.68,30.38,80.42,0.97,64.44,0.05
29,"ntv",0.2,8.35,24.35,23.05,179.08,0.97,99.24,-0.43
31,"ntv",0.15,16.55,32.42,30.76,2.37,0.41,1.71,-0.64
34,"wtv",0.2,4.01,31.77,30.59,2.74,0.98,1.09,-0.37
38,"wtv",0.31,9.31,31.69,30.27,2.78,0.92,2.85,-0.23
32,"ntv",0.26,2.32,33.99,33.56,0.79,0.29,0.95,-0.5
31,"wtv",0.78,17.76,31.75,30.2,12.18,0.63,21.42,-0.33
32,"wtv",0.09,12.89,32.42,31.36,0.61,0.9,0.57,-0.24
36,"ntv",0.67,14.82,31.56,32.77,72.89,0.43,52.76,-0.85
38,"wtv",0.61,7,32.56,31.69,0.31,0.9,1.42,0.06
30,"wtv",0.18,18.05,29.44,28.13,3.16,0.51,4.89,-0.83
30,"ntv",0.47,18.19,29.34,28.61,15.33,0.78,38.03,-0.51
32,"ntv",0.15,11.97,32.3,31.59,0.16,-0.42,0.09,0.76
29,"ntv",0.21,4.44,26.45,24.18,11.64,1.02,20.13,-0.32
34,"wtv",0.22,9.99,31.87,30.56,49.49,0.94,47.14,-0.27
37,"wtv",0.2,8.88,31.01,29.87,0.97,0.48,0.54,-0.29
38,"ntv",0.2,4.92,31.03,30.12,0.18,-0.17,0.65,-0.12
43,"ntv",8.6,6.85,34.22,33.93,0,0.2,0,0.19
37,"ntv",0.39,12.21,30.41,32.06,9.22,0.59,21.59,-0.55
38,"ntv",2.85,35.62,31.24,30.03,96.6,0.79,59.38,-0.23
34,"wtv",0.37,18.34,30.71,29.81,49.22,-0.89,80.13,0.01
39,"ntv",0.18,3.09,33.96,33.93,4.81,0,2.48,0.23
34,"ntv",0.2,10.33,31.16,30.32,247.62,0.85,174.12,-0.34
38,"wtv",0.24,4.83,31.81,30.4,2.26,0.31,3.94,-0.3
32,"ntv",0.12,14.48,32.88,31.79,7.09,-0.3,10.15,-0.92
37,"ntv",0.36,17.52,30.81,32.45,1.34,0.08,0.67,-0.86
43,"wtv",5.63,12.5,33.51,32.86,0,0.5,0,0.57
39,"ntv",0.65,3.28,33.86,33.19,2.17,-0.26,7.15,-0.16
39,"ntv",0.24,37.45,31.3,31.33,854.52,0.87,455.43,-0.48
34,"wtv",0.24,21.48,30.44,29.04,13.17,0.27,12.33,-0.41
35,"wtv",0.28,9.56,31.24,29.83,10.69,1.12,9.48,-0.2
38,"wtv",0.25,11.82,31.23,29.78,1.78,-0.75,2.69,0.43
39,"ntv",0.18,5.5,34.18,34,12.72,-0.31,8.93,0.23
38,"wtv",0.84,12.74,31.96,31.37,23.89,0.48,35.89,-0.04
31,"ntv",0.07,17.76,32.17,30.8,5.32,0.62,7.29,-0.38
31,"wtv",0.34,24.81,31.9,30.72,11.24,0.89,12.97,-0.31
38,"ntv",0,0,0,-273.15,13.42,-0.16,14.31,0.44
25,"wtv",0.85,9.8,31.56,29.93,0.23,0.03,0.15,-0.74
37,"wtv",0.29,13.18,31.46,30.62,16.14,0.72,16.42,-0.4
37,"wtv",0.36,11.63,29,30.53,1.36,-1.07,1.07,0.24
34,"wtv",1.3,9.8,32.33,31.74,29.71,0.94,26.89,-0.49
31,"wtv",0.5,17.18,31.27,30.49,3.09,0.39,8.14,-0.81
35,"wtv",0.43,7.19,32.23,31.32,0,0.63,0.23,0.14
31,"ntv",1.22,20.61,31.26,30.39,0.05,0.15,0,-0.9
37,"ntv",0.36,3.04,29.59,29.93,0.38,-0.19,0.32,-0.48
30,"ntv",0.15,12.93,29.9,28.8,3.64,0.89,6.82,-0.4
37,"wtv",0.26,11.78,30.6,29.42,0.11,0.79,0.39,-0.11
34,"wtv",0.19,25.48,29.1,27.63,2.78,1.15,4.4,-0.12
34,"wtv",0.24,12.26,31.87,30.74,14.17,0.81,12.38,-0.52
31,"wtv",0.45,21.04,32.58,31.63,8.94,0.28,12.38,-0.39
34,"wtv",0.56,7.67,32.09,31.02,5.68,0.88,5.01,-0.57
30,"ntv",0.24,9.36,31.31,30.43,0,-0.11,0,-0.9
30,"wtv",0.31,11.68,30.88,29.95,11.23,-0.54,23.69,-0.18
31,"ntv",0.35,15.4,31.05,29.71,15.51,-0.28,21.82,-0.06
32,"ntv",0.28,10.91,32.24,31.93,0.02,0.12,0,-0.97
38,"wtv",0.3,12.74,30.57,29.69,2.93,0.83,4.26,-0.25
36,"wtv",0.69,10.04,29.86,31.33,1.22,-0.78,1.68,0.64
34,"wtv",0.71,9.36,32.2,31.16,80.57,1.08,52.87,-0.13
31,"wtv",0.32,21.96,32.31,31.2,0.44,0.59,2.74,-0.11
30,"wtv",0.18,14.24,29.44,28.11,1.72,0.4,1.02,-0.89
35,"wtv",0.55,8.88,31.73,30.74,19.81,0.97,25.05,-0.2
30,"wtv",0.29,14.29,30.37,29.13,5.01,-0.07,5.51,-0.85
30,"ntv",0.27,15.2,30.41,28.92,2.54,0.65,3.64,-0.44
34,"wtv",0.2,15.78,31.53,30.56,17.78,1.06,14.51,0.04
37,"wtv",0.2,14.86,29.49,30.82,13.38,0.57,26.82,-0.79
30,"wtv",0.31,14.04,30.78,29.88,29.17,0.62,39.5,-0.71
30,"wtv",0.31,13.56,30.78,29.95,38.58,-0.27,65.69,-0.44
31,"ntv",0.51,23.7,32.25,31.31,19.33,0.92,35.49,-0.52
31,"wtv",0.44,26.88,30.73,30.23,10.75,0.56,23.88,-0.84
38,"ntv",0.25,3.43,31.79,31,0.07,-0.08,0.56,-0.69
34,"wtv",0.2,12.89,31.02,29.81,41.46,0.94,37.6,-0.13
39,"ntv",0.88,22.97,31.29,30.98,144.58,0.93,135.54,-0.21
35,"wtv",0.27,12.89,30.66,29.3,0.08,1.1,0.81,-0.11
37,"ntv",0.69,3.09,30.81,32.49,8.71,-0.03,15.74,-0.78
35,"wtv",0.28,24.52,29.84,28.3,2.6,1.15,5.93,-0.07
38,"ntv",0.22,8.2,31.61,30.32,0.91,0.27,1.45,-0.58
32,"ntv",0.2,17.9,32.58,31.81,0.87,0.05,1.63,-0.96
39,"ntv",0.63,22.06,34.57,34.97,864.62,0.76,435.75,-0.53
34,"wtv",0.46,14.48,30.86,29.67,1.56,0.67,1.42,-0.53
35,"ntv",0.34,7.38,31.19,29.64,36.48,0.91,31.9,-0.19
31,"ntv",0.04,15.97,31.84,30.55,2.83,0.55,1.86,-0.39
36,"ntv",0.62,14.14,28.69,29.68,31.98,0.16,60.19,-0.86
34,"ntv",0.16,10.33,30.38,29.08,7.8,0.97,10.33,-0.29
35,"wtv",0.23,8.74,31.29,29.57,10.77,0.81,13,-0.36
34,"wtv",0.5,13.37,31.07,29.85,15.57,0.84,20.19,-0.46
32,"ntv",0.18,13.85,31.49,30.98,2.1,0.15,2.52,0.14
24,"wtv",0.07,5.26,32.61,31.54,3.24,0.69,1.72,-0.51
32,"ntv",5.6,65.73,28.76,27.64,1208.9,1.03,616.47,-0.21
30,"wtv",0.56,13.95,30.12,28.81,0.14,0.86,0.18,-0.47
36,"ntv",0.64,11.92,30.57,32.6,141.72,0.5,94.54,-0.74
24,"ntv",0.15,2.7,33.28,33.06,1.03,-0.07,0.33,-0.37
31,"ntv",0.52,18.1,30.73,29.3,18.06,0.97,29.53,-0.21
31,"ntv",0.4,21.38,31.53,30.92,46.78,0.5,86.78,-0.63
36,"wtv",0.69,9.41,29.93,31.38,1.54,-0.78,1.3,0.64
35,"wtv",0.43,11.73,31.7,30.56,13.31,1.13,10.96,-0.15
35,"ntv",0.28,11.58,30.14,28.42,2.24,1.01,3.62,-0.39
31,"ntv",0.92,26.54,32.96,32.38,9.7,0.84,21.86,-0.55
38,"wtv",0.44,13.03,31.96,31.48,1.32,0.37,0.48,-0.86
32,"wtv",0.08,12.36,32.48,31.31,13.92,0.49,15.27,-0.34
38,"wtv",0.27,11.25,32.95,31.98,0.95,0.88,0.24,0.06
34,"wtv",0.2,5.79,31.85,30.76,12.45,0.99,8.69,-0.09
36,"wtv",0.71,12.16,29.55,31.02,11.91,0.42,18.96,-0.4
31,"wtv",0.97,17.66,31.5,30.1,1.29,0.82,3.41,-0.34
38,"ntv",0.48,14.72,30.6,29.73,8.63,0.67,15.91,-0.35
31,"ntv",1.23,11.58,31.39,30.05,0.07,0.19,0,-0.89
34,"ntv",0.12,6.9,29.8,27.75,17.55,-0.24,24.9,0.47
24,"wtv",0.15,6.03,33.41,32.87,21.91,0.63,23.21,-0.7
34,"wtv",0.19,13.32,31.61,30.59,3.75,0.83,12.63,-0.54
37,"ntv",0.35,7.14,32.31,31.44,5.27,-0.56,6.08,0.71
38,"ntv",0.36,2.56,33.73,32.88,1.52,-0.1,1.52,0.04
35,"wtv",0.43,8.16,32.16,31.31,0.26,0.46,0,0.18
31,"ntv",0.39,15.35,30.27,29.05,17.72,0.94,37.53,-0.24
36,"ntv",0.83,2.32,31.17,32.71,0.74,0.15,1.27,-0.56
38,"ntv",1.22,4.44,32.12,31.09,0.28,0.14,0.35,-0.03
39,"ntv",0.18,1.06,34.32,33.85,1.55,-0.26,1.8,0.05
32,"wtv",0.07,10.71,31.72,30.63,20.32,0.77,22.49,-0.34
37,"ntv",0.44,16.55,30.19,31.34,1.45,0.22,2.92,-0.82
38,"ntv",0.3,8.16,31.46,31.11,0.05,-0.18,0.33,0.43
35,"wtv",0.28,19.5,29.1,27.35,8.27,1.12,6.5,-0.15
35,"ntv",0.33,-8.25,33.16,32.31,0,-0.22,0.02,0.95
34,"wtv",0.23,5.89,32.01,30.91,0,1.03,3.23,-0.18
31,"ntv",0.17,8.06,31.67,30.24,0.82,0.44,1.25,-0.06
38,"ntv",0.26,9.12,32.87,32.04,1.82,0.2,4.68,-1
38,"wtv",0.6,7.14,32.51,31.67,0.36,0.92,1.87,-0.01
30,"ntv",0.28,14.43,30.44,28.87,8.81,0.8,11.8,-0.44
37,"ntv",0.7,2.32,30.56,31.56,0.18,-0.18,0.58,-0.89
34,"wtv",0.23,18.15,30.39,28.79,10.28,0.45,11.13,-0.43
38,"ntv",0.3,9.02,31.39,30.27,0.17,0.17,1.15,-0.62
38,"wtv",0.3,10.57,31.51,30.38,8.52,0.84,11.2,-0.18
34,"ntv",0.51,19.16,33.01,32.11,109.95,1.02,62.63,-0.13
39,"ntv",0.34,4.25,34.13,33.15,4.35,0.12,5.6,-1.01
34,"wtv",0.51,6.47,31.61,30.33,3.16,0.87,0.52,-0.31
31,"ntv",0.6,5.31,30.58,30.04,2.96,0.06,4.79,-1.27
38,"wtv",0.63,19.06,31.66,31.11,24.39,0.76,25.72,-0.33
34,"wtv",0.24,6.27,31.95,30.8,4.46,1.09,4.09,-0.08
34,"wtv",0.43,9.51,31.56,30.04,4.54,1.02,1.97,-0.42
31,"wtv",0.48,24.9,31.24,30.43,9.16,0.73,9.04,-0.77
30,"wtv",0.3,12.79,30.73,29.8,3.05,0.75,4.63,-0.63
39,"ntv",0.59,11.1,31.96,31.31,15.6,-0.02,20.23,-0.92
31,"wtv",0.54,18.92,30.85,30.13,11.29,0.74,20.77,-0.68
38,"ntv",0.27,8.4,33.06,32.28,0.09,0.33,0.26,-0.98
38,"wtv",0.33,12.02,32.08,31.15,0.16,0.86,0.54,-0.17
37,"wtv",0.38,6.13,31.28,32.49,7.8,0.38,14.2,-0.56
31,"wtv",0.48,21.81,32.63,31.68,0,-0.19,0.02,-0.45
39,"ntv",0.15,1.5,34.39,33.64,2.74,-0.24,5.31,0.21
35,"wtv",0.43,13.71,30.98,29.19,12.03,0.64,13.43,-0.6
37,"ntv",0.66,16.7,29.68,31.47,19.59,0.85,21.83,-0.53
43,"ntv",3.68,7.77,33.1,32.88,0,-0.14,0,0.25
38,"wtv",0.51,14.67,32.72,31.85,1.8,-0.8,3.37,0.14
37,"ntv",0.35,17.28,31.24,32.8,57.57,0.88,71.38,-0.35
32,"ntv",0.15,16.55,31.33,30.41,23.1,0.62,53.7,-0.72
34,"wtv",0.2,0.34,32.42,30.99,24.52,0.89,17.8,-0.53
30,"ntv",0.34,2.46,31.14,30.83,0,-0.16,0,0.94
37,"ntv",0.53,4.25,30.06,31.4,0.22,-0.01,0.75,-0.55
36,"ntv",0.58,12.11,29.59,30.6,11.16,0.82,19.98,-0.54
29,"ntv",0.21,10.18,25.78,24,105.52,0.88,68.31,-0.24
35,"wtv",0.2,22.49,29.15,27.24,22.6,0.31,22.4,-0.22
37,"ntv",0.35,0,33.48,32.94,0.71,-0.09,0.05,0.17
34,"wtv",0.56,6.13,31.89,30.84,14.03,0.9,8.37,0.09
35,"wtv",0.46,22.25,30.83,29.59,2.44,0.83,10.47,-0.18
37,"wtv",0.33,14.19,28.61,30.06,118.37,0.95,166.62,-0.24
37,"ntv",0.63,5.36,31.87,32.8,0.26,-0.01,1.52,-1
32,"ntv",0.23,3.28,33.5,32.24,0.16,0.25,0.76,-0.73
37,"wtv",0.33,14.43,30.08,31.6,4.44,-0.63,8.53,0.85
30,"wtv",0.52,15.06,30.07,28.8,0.16,0.86,0.2,-0.47
36,"ntv",0.53,6.08,31.06,32.56,0.25,-0.13,0.75,-1.03
24,"ntv",0.12,4.87,32.64,30.75,0.53,0.05,0.31,-0.48
34,"wtv",0.22,26.74,30.21,28.97,3.7,1.14,2.26,-0.15
34,"ntv",0.75,14.86,31.08,30.57,5.59,0.34,5.15,0.96
34,"wtv",0.52,14.14,31.66,31,22.2,0.57,19.15,-0.06
31,"wtv",0.39,17.33,30.98,29.61,152.35,0.83,182.51,-0.22
35,"wtv",0.18,34.65,29.28,27.92,7.36,-0.73,8.54,0.7
38,"wtv",0.31,11.29,31.52,30.21,0.06,0.85,0.33,-0.07
39,"ntv",0.15,2.65,34.6,33.26,2.37,0.1,5.51,-0.76
37,"wtv",0.38,15.97,28.89,30.04,176.06,0.89,191.22,-0.31
34,"wtv",1.18,6.27,32.54,31.86,0,0.36,0.36,-0.84
34,"wtv",0.43,10.71,30.56,29.17,1.31,0.63,1.84,-0.27
37,"wtv",0.43,11.82,30.43,31.29,1.59,0.6,0.47,-0.77
34,"wtv",0.17,15.78,31.59,30.63,4.57,0.8,5.12,-0.5
31,"wtv",0.32,24.47,32.31,31.33,216.87,0.84,216.25,-0.24
34,"wtv",0.46,14.96,30.83,29.65,9.73,0.68,9.68,-0.52
38,"wtv",0.25,10.81,31.13,29.67,39.06,0.66,52.68,0.26
37,"ntv",0.52,18.05,28.77,30.09,1.88,0.27,6.45,-0.44
38,"ntv",0.32,13.8,32.87,32.62,0.25,-0.43,1.1,0.98
30,"wtv",0.32,9.89,31.1,30.18,5.11,0.72,7.43,-0.64
29,"ntv",0.32,8.35,26.92,25.83,551.97,1.06,316.23,-0.27
36,"ntv",0.5,3.52,29.44,30.53,0.73,-0.01,0.31,-1.03
34,"ntv",0.15,12.45,30.24,28.82,36.93,0.88,50,-0.25
32,"ntv",0.15,17.95,30.43,29.52,32.58,0.63,47.77,-0.62
24,"ntv",0.07,12.84,30.07,29.58,271.38,0.94,157.76,-0.26
38,"ntv",0.25,5.55,31.18,29.83,0.5,0.3,0.29,-0.79
34,"wtv",0.57,8.64,31.78,30.84,6.32,0.94,4.65,0.1
38,"ntv",0.35,17.42,30.65,29.45,196.35,0.85,58.57,-0.36
37,"ntv",0.36,16.84,30.26,31.88,99.29,0.86,101,-0.37
37,"ntv",0.64,13.47,30.36,32.06,36.1,0.51,59.5,-0.84
37,"ntv",0.41,-3.09,32.16,31.37,0.14,-0.13,0.45,0.36
32,"ntv",0.22,12.93,33.67,33.13,0.07,0.69,0.09,-0.59
30,"ntv",0.39,-0.39,29.74,28.74,0,-0.12,0,-0.16
34,"ntv",0.39,15.54,31.74,30.2,44.87,0.93,36.94,-0.45
30,"wtv",0.32,24.03,30.37,29.37,80.37,0.77,105.6,-0.54
34,"wtv",0.21,9.85,31.44,30.31,12.71,0.11,22.14,-0.73
35,"wtv",0.27,9.6,30.63,29.1,26.3,0.79,21.11,-0.51
37,"ntv",0.36,6.37,32.73,32.1,0.07,-0.25,0.44,0.15
24,"wtv",0.17,5.74,33.57,33.14,4.67,-0.48,9.29,-0.68
31,"wtv",0.29,18.39,32.75,31.93,13.05,0.65,17.64,-0.75
35,"wtv",0.43,12.6,30.71,29.04,4.94,0.94,3.01,-0.37
39,"ntv",0.77,22.68,35.46,35.34,486.63,0.85,409.2,-0.42
32,"ntv",0.08,10.09,33.14,31.74,0.16,0.6,0.02,-0.23
31,"wtv",0.46,25.34,30.97,30.17,17.62,0.85,25.53,-0.67
37,"ntv",0.48,14.43,30.67,32.41,50.13,0.71,91.27,-0.67
37,"ntv",0.5,2.27,29.67,30.24,1.74,-0.11,0.73,-1.04
32,"ntv",0.05,49.03,29.49,28.96,49.46,0.59,44.29,-0.53
38,"wtv",0.27,9.8,32.63,31.76,0.99,0.42,1.87,-0.85
34,"wtv",0.43,11.49,31.68,30.02,3.54,0.8,2.45,-0.65
32,"ntv",0.29,29.1,32.92,33.11,0,-0.87,0,0.52
37,"ntv",0.39,27.41,27.9,29.88,1.65,0.32,1.35,-0.17
30,"ntv",0.41,3.91,32.78,32.28,0.55,-0.13,0.19,-0.21
32,"ntv",0.42,17.81,32.43,32.29,0.24,-0.19,0,0.77
37,"wtv",0.44,8.74,31.06,32.21,1.12,-0.19,1.03,-1.03
37,"wtv",0.3,12.11,28.82,30.13,41.83,0.86,42.13,-0.47
32,"ntv",0.27,-0.19,32.92,31.71,1.01,0.19,0.96,-0.75
38,"ntv",0.27,3.33,32.87,31.82,18.04,0.02,28.11,-0.2
34,"ntv",0.24,14.48,30.46,29.28,257.39,0.92,163.03,-0.51
31,"ntv",0.15,14.24,31.39,30.55,2.16,-0.5,1.51,0.87
38,"wtv",0.31,11.39,31.76,30.16,1.49,0.83,0.29,0.01
37,"ntv",0.32,6.85,30.34,31.58,0.13,-0.06,1.21,-0.49
39,"ntv",0.59,45.65,31.81,32.63,816,0.83,448.15,-0.55
39,"ntv",0.78,45.22,31.37,30.26,900.46,0.8,495.86,-0.39
36,"ntv",0.64,11.39,30.61,32.6,184.36,0.39,134.6,-0.78
38,"ntv",0.19,13.95,32.85,32.26,1.53,-0.78,2.35,0.66
38,"ntv",0.32,11.97,31.56,31.35,3.39,0.04,4.05,-0.66
34,"wtv",0.4,22.83,31.37,30.85,5.88,0.14,7.17,-0.61
30,"wtv",0.18,20.03,29.44,28.17,17.3,0.46,22.99,-0.84
43,"ntv",5.88,32.62,32.13,31.44,0.07,-0.04,0.05,0.53
36,"ntv",1.07,7.14,31.46,33.06,36.69,0.86,38.74,-0.47
24,"wtv",0.12,9.46,32.76,32.23,0.23,0.71,0.63,-0.56
35,"wtv",0.42,14.82,32.09,31.32,14.81,-0.02,12.91,0.36
